Country,Currency,Exchange rate,Price perception,Avg rent local,Avg rent usd,Apples qty,Apples price local,apples per unit usd,Bananas qty,Bananas price local,bananas per unit USD,Tomatoes qty,Tomatoes price local,tomatoes per unit USD,Potatoes qty,Potatoes price local,potatoes per unit USD,Flour qty,Flour price local,flour per unit USD,Rice qty,Rice price local,rice per unit USD,Milk qty,Milk price local,milk per unit USD,Butter qty,Butter price local,butter per unit USD,Eggs qty,Eggs price local,eggs per unit USD,Chicken qty,Chicken price local,chicken per unit USD
United States,USD,1,Mid-range,2663,2663,1,6.5,6.5,1,1.33,1.33,1,2.9,2.9,1,2.76,2.76,1,6.49,6.49,1,2,2,1,2.5,2.5,1,6,6,6,2.49,0.415,0.78,7.81,10.01282051
"Dallas, TX, USA",USD,1,Mid-range,1000,1000,1.36,3.37,2.477941176,1,1.16,1.16,1,2.46,2.46,0.45,1.99,4.422222222,2.26,5.63,2.491150442,0.87,1.92,2.206896552,1,2.27,2.27,0.23,3.84,16.69565217,12,1.08,0.09,0.45,5.34,11.86666667
"Dallas, TX, USA",USD,1,Mid-range,1000,1000,1.36,4.58,3.367647059,1,0.88,0.88,1,1.66,1.66,1,3.27,3.27,9.08,5.98,0.658590308,9.07,18.54,2.044101433,1,3.23,3.23,0.23,3.84,16.69565217,36,3.88,0.107777778,0.45,1.95,4.333333333
"Dallas, TX, USA",USD,1,Mid-range,1000,1000,1.36,4.86,3.573529412,1,0.99,0.99,1,1.89,1.89,1,3.18,3.18,4.54,5.9,1.299559471,4.54,18.15,3.997797357,1,2.98,2.98,0.23,2.97,12.91304348,60,6.4,0.106666667,0.45,1.88,4.177777778
"Dallas, TX, USA",USD,1,Budget (cheap),1000,1000,0.45,2.98,6.622222222,0.45,3.45,7.666666667,0.45,1.36,3.022222222,0.45,0.99,2.2,2.26,13.14,5.814159292,6.8,26.25,3.860294118,1,2.69,2.69,0.45,3.49,7.755555556,18,3.69,0.205,0.45,4.99,11.08888889
"Dallas, TX, USA",USD,1,Budget (cheap),1000,1000,0.45,4.99,11.08888889,0.45,4.56,10.13333333,0.45,2.68,5.955555556,0.45,2.74,6.088888889,0.9,9.83,10.92222222,1.81,12.99,7.17679558,1,4.99,4.99,0.45,3.29,7.311111111,12,2.99,0.249166667,0.45,1.29,2.866666667
"Dallas, TX, USA",USD,1,Budget (cheap),1000,1000,0.45,1.86,4.133333333,0.45,3.77,8.377777778,0.45,2.87,6.377777778,0.45,2.45,5.444444444,2.26,3.19,1.411504425,1.81,13.91,7.685082873,1,2.69,2.69,0.45,3.79,8.422222222,12,3.79,0.315833333,0.45,6.09,13.53333333
"San Francisco, USA",USD,1,Luxury (expensive),5997,5997,0.454,1.99,4.383259912,0.454,0.79,1.740088106,0.454,3.19,7.026431718,0.454,1.99,4.383259912,2.268,3.79,1.671075838,0.907,5.29,5.832414553,3.637,4.49,1.234533957,0.454,5.69,12.53303965,12,7.19,0.599166667,0.454,6.29,13.85462555
"San Francisco, USA",USD,1,Luxury (expensive),5997,5997,0.454,3.49,7.68722467,0.454,0.89,1.960352423,0.454,1.47,3.237885463,0.454,0.898,1.977973568,2.268,6.39,2.817460317,0.907,5.49,6.05292172,3.637,3.49,0.959582073,0.454,5.49,12.09251101,12,2.74,0.228333333,0.454,5.99,13.1938326
"San Francisco, USA",USD,1,Luxury (expensive),5997,5997,0.454,2.39,5.264317181,0,0,#DIV/0!,0.454,3.49,7.68722467,0.454,0.898,1.977973568,2.268,4.99,2.200176367,2.268,5.49,2.420634921,1.676,3.99,2.380668258,0.454,5.69,12.53303965,12,2.89,0.240833333,0.454,6.99,15.39647577
United States,USD,1,Mid-range,3500,3500,0.45,2.19,4.866666667,0.45,1.99,4.422222222,0.45,1.99,4.422222222,0.45,0.99,2.2,0.907,1.99,2.194046307,0.907,2.99,3.296582139,3.78,6.99,1.849206349,0.226,3.99,17.65486726,12,5.49,0.4575,0.816,5.99,7.340686275
United States,USD,1,Mid-range,3500,3500,0.223,0.19,0.852017937,0.45,1.99,4.422222222,0.907,4.5,4.961411246,1.37,2.5,1.824817518,0.907,2.49,2.745314223,0.907,5.78,6.372657111,3.78,6.99,1.849206349,0.226,4.29,18.98230088,12,4.99,0.415833333,4.5,19.99,4.442222222
United States,USD,1,Mid-range,3500,3500,0.45,2.99,6.644444444,0.118,0.19,1.610169492,1,5,5,0.45,3.99,8.866666667,2.26,4,1.769911504,4.5,16.99,3.775555556,2,3.99,1.995,0.45,4.99,11.08888889,12,4.49,0.374166667,1.3,3.29,2.530769231
United States,USD,1,Mid-range,2983,2983,0.45,3.99,8.866666667,0.45,0.79,1.755555556,0.45,3.99,8.866666667,0.45,1.29,2.866666667,2.26,3.99,1.765486726,2.26,12.99,5.747787611,3.78,4.49,1.187830688,0.45,4.49,9.977777778,12,4.49,0.374166667,1.36,12.87,9.463235294
United States,USD,1,Mid-range,2983,2983,0.45,2.49,5.533333333,0.45,0.99,2.2,0.45,1.48,3.288888889,0.45,1,2.222222222,2.26,6.99,3.092920354,4.53,18.99,4.19205298,3.78,5.99,1.584656085,0.45,6.99,15.53333333,12,4.79,0.399166667,0.45,8.49,18.86666667
United States,USD,1,Mid-range,2983,2983,0.45,3.49,7.755555556,0.45,1.99,4.422222222,0.45,4.49,9.977777778,0.45,0.6,1.333333333,2.26,1.99,0.880530973,0.9,7.99,8.877777778,3.78,3.49,0.923280423,0.45,6.99,15.53333333,12,7.99,0.665833333,0.45,6.82,15.15555556
United States,USD,1,Mid-range,4200,4200,0.45,2.99,6.644444444,0.119,0.25,2.100840336,0.793,3.69,4.653215637,1.36,8.49,6.242647059,2.26,7.99,3.53539823,0.907,2.83,3.120176406,1,2.5,2.5,0.226,3.99,17.65486726,12,5.48,0.456666667,0.68,2.99,4.397058824
United States,USD,1,Mid-range,4200,4200,0.907,3.99,4.399117971,0.907,1.99,2.194046307,0.411,1.99,4.841849148,0.45,1.99,4.422222222,2.26,1.99,0.880530973,0.907,3.99,4.399117971,1,3.99,3.99,0.226,2.99,13.2300885,12,22.99,1.915833333,1.3,5.95,4.576923077
United States,USD,1,Mid-range,4200,4200,0.45,2.99,6.644444444,0.405,1.59,3.925925926,0.45,1.2,2.666666667,0.45,0.99,2.2,2.26,3.69,1.632743363,2.23,7.49,3.358744395,3.78,5.99,1.584656085,0.226,1.49,6.592920354,12,3.99,0.3325,0.907,6.99,7.706725469
United States,USD,1,Mid-range,2891,2891,1.36,2.99,2.198529412,0.91,1.79,1.967032967,0.45,3.19,7.088888889,2.26,2.59,1.146017699,2.26,1.99,0.880530973,0.91,3.29,3.615384615,3.78,3.49,0.923280423,0.45,4.69,10.42222222,12,1.89,0.1575,1.13,8.59,7.601769912
United States,USD,1,Mid-range,2891,2891,1.36,7.19,5.286764706,0.45,1.49,3.311111111,0.45,1.29,2.866666667,0.68,4.99,7.338235294,0.91,2.49,2.736263736,0.85,7.39,8.694117647,1.89,5.99,3.169312169,0.37,3.39,9.162162162,12,2.99,0.249166667,0.45,2.99,6.644444444
United States,USD,1,Mid-range,2891,2891,1.36,2.99,2.198529412,0,0,#DIV/0!,0.34,3.99,11.73529412,0.68,3.99,5.867647059,2.26,1.99,0.880530973,0.91,6.49,7.131868132,3.78,5.59,1.478835979,0.23,3.99,17.34782609,12,3.99,0.3325,0.45,5.99,13.31111111
United States,USD,1,Mid-range,2595,2595,0.5,1.79,3.58,0.5,0.99,1.98,0.5,1.49,2.98,0.5,0.69,1.38,1,2.19,2.19,1,5.99,5.99,3.78,5.89,1.558201058,0.226,4.5,19.91150442,12,2.89,0.240833333,0.5,2.99,5.98
United States,USD,1,Mid-range,2595,2595,,,,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!
United States,USD,1,Mid-range,2595,2595,,,,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!
San Francisco,USD,1,Budget (cheap),2595,2595,0.5,1.29,2.58,0.5,0.69,1.38,0.5,1.29,2.58,0.5,0.89,1.78,1,1.99,1.99,1,5,5,3.78,5.65,1.494708995,0.226,4.25,18.80530973,12,2.65,0.220833333,0.5,2.25,4.5
San Francisco,USD,1,Budget (cheap),2595,2595,,,,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!
San Francisco,USD,1,Budget (cheap),2595,2595,,,,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!
United States ,USD,1,Budget (cheap),1900,1900,0.453,0.59,1.302428256,0.453,0.49,1.081677704,0.453,0.99,2.185430464,0.453,0.79,1.74392936,0.453,1.89,4.17218543,2.26796,5.59,2.464770102,3.785,4.5,1.188903567,0.453592,3.29,7.253214342,25,4.49,0.1796,0.453592,4.49,9.898763647
United States ,USD,1,Budget (cheap),1900,1900,0.453,0.99,2.185430464,0.453,0.29,0.6401766,0.453,0.89,1.964679912,0.453,0.99,2.185430464,0.453,0.99,2.185430464,10000,0,0,10000,0,0,0.453592,5.39,11.88292562,10000,0,0,10000,0,0
United States ,USD,1,Budget (cheap),1900,1900,10000,0,0,10000,0,0,10000,0,0,0.453,1.09,2.406181015,10000,0,0,10000,0,0,10000,0,0,10000,0,0,10000,0,0,10000,0,0
United States,USD,1,Budget (cheap),3000,3000,0.453592,2,4.40924884,0.14,0.2,1.428571429,0.125,0.99,7.92,0.14285,0.6,4.200210011,1,1,1,1,1.2,1.2,1,0.9,0.9,0.226796,3,13.22774652,12,3,0.25,1,5,5
United States,USD,1,Budget (cheap),3000,3000,0.453592,1.23,2.711688037,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!
United States,USD,1,Budget (cheap),3000,3000,,,,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!
United States,USD,1,Mid-range,3200,3200,0.45,2.2,4.888888889,0.14,0.3,2.142857143,0.125,1.2,9.6,0.14285,0.69,4.830241512,1,1.2,1.2,1,1.1,1.1,1,0.99,0.99,0.22,3.1,14.09090909,12,3.3,0.275,1,6,6
United States,USD,1,Mid-range,3200,3200,,,,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!
United States,USD,1,Mid-range,3200,3200,,,,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!
United States ,USD,1,Budget (cheap),1900,1900,0.453,0.69,1.523178808,0.453,0.49,1.081677704,0.453,0.79,1.74392936,0.453,0.69,1.523178808,0.453,1.99,4.392935982,2.26796,5.59,2.464770102,3.78541,4.49,1.186133074,0.4535,4.59,10.12127894,12,1.99,0.165833333,0.4535,4.99,11.00330761
United States ,USD,1,Budget (cheap),1900,1900,0.453,0.59,1.302428256,10000,0,0,10000,0,0,10000,0,0,0.453,1.19,2.626931567,10000,0,0,10000,0,0,0.4535,4.99,11.00330761,10000,0,0,10000,0,0
United States ,USD,1,Budget (cheap),1900,1900,10000,0,0,10000,0,0,10000,0,0,10000,0,0,0.453,1.79,3.951434879,10000,0,0,10000,0,0,10000,0,0,10000,0,0,10000,0,0
Bangladesh,BDT,0.012,Budget (cheap),4000,48,1,140,1.68,1,40,0.48,1,30,0.36,1,25,0.3,2,68,0.408,1,60,0.72,0.5,45,1.08,0.1,100,12,4,28,0.084,1,140,1.68
Bangladesh,BDT,0.012,Budget (cheap),4000,48,1,150,1.8,1,48,0.576,1,30,0.36,1,18,0.216,1,32,0.384,1,62,0.744,0.5,45,1.08,0.2,185,11.1,4,25,0.075,1,400,4.8
Bangladesh,BDT,0.012,Budget (cheap),4000,48,1,180,2.16,1,56,0.672,1,20,0.24,0,0,#DIV/0!,1,33,0.396,1,90,1.08,0.5,45,1.08,0,0,#DIV/0!,4,50,0.15,1,280,3.36
Bangladesh,BDT,0.012,Budget (cheap),3000,36,1,160,1.92,0.5,20,0.48,1,30,0.36,1,25,0.3,1,32,0.384,1,100,1.2,0.5,45,1.08,0.1,100,12,4,25,0.075,1,150,1.8
Bangladesh,BDT,0.012,Budget (cheap),3000,36,1,170,2.04,0.5,24,0.576,1,20,0.24,1,20,0.24,1,35,0.42,1,60,0.72,0.5,45,1.08,0.2,185,11.1,4,28,0.084,1,280,3.36
Bangladesh,BDT,0.012,Budget (cheap),3000,36,,,,0,0,#DIV/0!,1,30,0.36,1,20,0.24,0,0,#DIV/0!,1,62,0.744,0.5,45,1.08,0,0,#DIV/0!,4,50,0.15,1,350,4.2
United States,USD,1,Budget (cheap),2200,2200,2.3,4.99,2.169565217,0.5,1,2,0.9,5,5.555555556,2.3,2.99,1.3,2.26,2.49,1.101769912,4.54,5.99,1.31938326,1.89,2.29,1.211640212,0.45,2.99,6.644444444,18,2.79,0.155,0.45,2.99,6.644444444
United States,USD,1,Budget (cheap),2200,2200,2.3,4.99,2.169565217,1.15,1.99,1.730434783,0,0,#DIV/0!,0.65,1.99,3.061538462,2.26,3.99,1.765486726,2.27,4.99,2.198237885,3.78,3.29,0.87037037,0.45,2.79,6.2,12,2.49,0.2075,0.45,4,8.888888889
United States,USD,1,Budget (cheap),2200,2200,0.4,1,2.5,1.2,1.99,1.658333333,0,0,#DIV/0!,2.3,2.99,1.3,2.26,1.99,0.880530973,9.07,14.99,1.652701213,1.89,3.49,1.846560847,0.45,3.49,7.755555556,18,2.99,0.166111111,0.45,3.49,7.755555556
United States,USD,1,Budget (cheap),2695,2695,0.512,1.69,3.30078125,0.5,0.59,1.18,0.5,2.5,5,1,2,2,3,9.99,3.33,5,20.99,4.198,3.5,4.99,1.425714286,0.5,5.99,11.98,12,9.99,0.8325,5,29.99,5.998
United States,USD,1,Budget (cheap),2695,2695,0.432,1.99,4.606481481,0.55,0.99,1.8,0.3,1.99,6.633333333,1,3.5,3.5,1.5,5.49,3.66,1.5,8.99,5.993333333,1.5,2.99,1.993333333,0.5,4.99,9.98,12,7.49,0.624166667,2.5,17.89,7.156
United States,USD,1,Budget (cheap),2695,2695,1.5,2.5,1.666666667,1,1.5,1.5,1,5.49,5.49,1,2.99,2.99,1.5,6.99,4.66,3,15.99,5.33,1.5,3.99,2.66,0.25,3.99,15.96,6,3.5,0.583333333,5,31.49,6.298
United States ,USD,1,Mid-range,2705,2705,2,9.49,4.745,0.5,1.49,2.98,0.5,1.99,3.98,0.5,0.49,0.98,2.3,1.42,0.617391304,2.3,5.12,2.226086957,3.78,3.59,0.94973545,0.9,5.88,6.533333333,18,3.06,0.17,0.62,6.68,10.77419355
United States ,USD,1,Mid-range,2705,2705,1.5,5.49,3.66,0.25,0.99,3.96,1,2.49,2.49,1.5,2.49,1.66,2.3,3.48,1.513043478,0.9,2.42,2.688888889,1.75,2.15,1.228571429,1.3,3.42,2.630769231,12,2.04,0.17,0.5,5.49,10.98
United States ,USD,1,Mid-range,2705,2705,1.5,6.99,4.66,1.5,2.49,1.66,1,4.99,4.99,1,1.99,1.99,4.5,4.32,0.96,0.9,2.78,3.088888889,1.75,4.46,2.548571429,0.45,2.98,6.622222222,12,2.09,0.174166667,1,7.99,7.99
"San Francisco, United States",USD,1,Mid-range,2750,2750,0.454,3.99,8.788546256,0.454,1.79,3.942731278,0.454,5.49,12.09251101,0.454,1.99,4.383259912,1.36,19.39,14.25735294,0.425,5.39,12.68235294,0.946,3.49,3.689217759,0.454,5.39,11.8722467,12,5.99,0.499166667,0.454,7.99,17.59911894
"San Francisco, United States",USD,1,Mid-range,2750,2750,0.454,2.99,6.585903084,0.227,3.29,14.49339207,0.454,3.59,7.907488987,0.454,1.99,4.383259912,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0.227,5.79,25.50660793,6,3.49,0.581666667,0,0,#DIV/0!
"San Francisco, United States",USD,1,Mid-range,2750,2750,,,,0,0,#DIV/0!,0.454,3.99,8.788546256,0.454,1.99,4.383259912,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,12,7.49,0.624166667,0,0,#DIV/0!
US,USD,1,Mid-range,2999,2999,0.45,1.99,4.422222222,0.45,0.79,1.755555556,0.45,3.99,8.866666667,0.45,1.29,2.866666667,0.028,0.05,1.785714286,0.028,0.13,4.642857143,0.03,0.04,1.333333333,0.45,0.28,0.622222222,1,0.42,0.42,0.45,3.49,7.755555556
US,USD,1,Mid-range,2999,2999,0.45,3.99,8.866666667,0.45,0.99,2.2,0.45,2.29,5.088888889,0.45,0.6,1.333333333,0.028,1.4,50,0.028,0.14,5,0.03,0.05,1.666666667,0.45,0.28,0.622222222,1,0.4,0.4,0.45,7.99,17.75555556
US,USD,1,Mid-range,2999,2999,0.45,2.49,5.533333333,0.45,1.99,4.422222222,0.45,2.99,6.644444444,0.45,0.5,1.111111111,0.028,0.03,1.071428571,0.028,0.22,7.857142857,0.03,0.08,2.666666667,0.45,0.29,0.644444444,1,0.23,0.23,0.45,2.99,6.644444444
